,url,datetime,header,rent_type,price,district,floor,address,owner,house_type,area,condition,bathroom,accommodations
2406,https://krisha.kz/a/show/660272785,2020-07-16 16:38:54,"3-комнатная квартира, 126 м², 15/22 этаж помесячно",квартира,270000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Коктем-2, Бухар Жырау 27/5Б — Шагабутдинова, Алматы",Хозяин,"монолитный, 2010 г.п.","126 м², жилая — 100 м²",хорошее,2 с/у и более,полностью меблирована
2405,https://krisha.kz/a/show/660059051,2020-07-16 16:38:51,"2-комнатная квартира, 90 м², 6/20 этаж помесячно",квартира,400000,Медеуский р-н,,"Медеуский р-н, мкр Самал, Достык 162к4, Алматы",Хозяин,"монолитный, 2006 г.п.","90 м², жилая — 65 м², кухня — 15 м²",евроремонт,совмещенный,полностью меблирована
2404,https://krisha.kz/a/show/52877250,2020-07-16 16:38:48,"2-комнатная квартира, 60 м² помесячно",квартира,120200,Бостандыкский р-н,,"Бостандыкский р-н, Сатпаева 48 — Розыбакиева, Алматы",Хозяин,"панельный, 1990 г.п.","60 м², жилая — 32 м², кухня — 10 м²",евроремонт,раздельный,полностью меблирована
2403,https://krisha.kz/a/show/660503547,2020-07-16 16:38:44,"1-комнатная квартира, 32 м², 3/4 этаж помесячно",квартира,100000,Алмалинский р-н,,"Алмалинский р-н, Жамбыла — Нурмакова, Алматы",Apartamenty Almaty,"кирпичный, 1968 г.п.","32 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
2402,https://krisha.kz/a/show/58606355,2020-07-16 16:38:41,"2-комнатная квартира, 135 м², 8/22 этаж помесячно",квартира,330000,Бостандыкский р-н,,"Бостандыкский р-н, Бухар жырау 27/5 — Сатпаева, Алматы",Keremet,"монолитный, 2016 г.п.",135 м²,евроремонт,2 с/у и более,полностью меблирована
2401,https://krisha.kz/a/show/51137827,2020-07-16 16:38:38,"1-комнатная квартира, 17 м², 1/3 этаж помесячно",квартира,40000,Турксибский р-н,,"Турксибский р-н, Сейфуллина — Рыскулова, Алматы",Хозяин,"кирпичный, 1972 г.п.","17 м², жилая — 17 м², кухня — 34 м²",хорошее,совмещенный,пустая
2400,https://krisha.kz/a/show/660244998,2020-07-16 16:38:35,"2-комнатная квартира, 70 м², 2/18 этаж помесячно",квартира,150000,Алмалинский р-н,,"Алмалинский р-н, Брусиловского, Алматы",риэлторская группа КВАДРАТ,"монолитный, 2013 г.п.",70 м²,хорошее,совмещенный,полностью меблирована
2399,https://krisha.kz/a/show/57318999,2020-07-16 16:38:32,"1-комнатная квартира, 38 м², 4/16 этаж помесячно",квартира,120000,Алмалинский р-н,,"Алмалинский р-н, Райымбека 206/12, Алматы",Хозяин,"монолитный, 2019 г.п.","38 м², кухня — 10 м²",евроремонт,совмещенный,полностью меблирована
2398,https://krisha.kz/a/show/660104023,2020-07-16 16:38:29,"2-комнатная квартира, 45 м², 1/4 этаж помесячно",квартира,130000,,,"Наурызбай батыра 1 — Гоголя, Алматы",Хозяин,"кирпичный, 1966 г.п.","45 м², кухня — 6 м²",хорошее,совмещенный,частично меблирована
2397,https://krisha.kz/a/show/30130667,2020-07-16 16:38:26,"1-комнатная квартира, 25 м², 1/4 этаж помесячно",квартира,80000,Алмалинский р-н,,"Алмалинский р-н, Торекулова — Сейфуллина, Алматы",ИП Кулумбетова,"панельный, 1976 г.п.","25 м², жилая — 14 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
2396,https://krisha.kz/a/show/53041571,2020-07-16 16:38:23,"2-комнатная квартира, 45 м², 4/5 этаж помесячно",квартира,100000,Бостандыкский р-н,,"Бостандыкский р-н, Казахфильм 37 — Жарокова, Алматы",Хозяин,"панельный, 1998 г.п.","45 м², жилая — 35 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
2395,https://krisha.kz/a/show/660083926,2020-07-16 16:38:20,"2-комнатная квартира, 40 м², 1/5 этаж помесячно",квартира,120000,Медеуский р-н,,"Медеуский р-н, Сатпаева — Достык, Алматы",Хозяин,"кирпичный, 1999 г.п.","40 м², жилая — 20 м², кухня — 9 м²",хорошее,совмещенный,полностью меблирована
2394,https://krisha.kz/a/show/660130079,2020-07-16 16:38:17,"1-комнатная квартира, 42 м², 2/9 этаж помесячно",квартира,135000,Бостандыкский р-н,,"Бостандыкский р-н, Ауэзова 129 — Сатпаева, Алматы",РЕГИОН 02,"панельный, 1986 г.п.","42 м², кухня — 9 м²",евроремонт,совмещенный,полностью меблирована
2393,https://krisha.kz/a/show/660451791,2020-07-16 16:38:13,"2-комнатная квартира, 55 м², 5/9 этаж помесячно",квартира,120000,Бостандыкский р-н,,"Бостандыкский р-н, Сатпаева 89 — Розыбакиева, Алматы",Хозяин,"панельный, 1996 г.п.","55 м², кухня — 12 м²",хорошее,раздельный,полностью меблирована
2392,https://krisha.kz/a/show/660470477,2020-07-16 16:38:10,"1-комнатная квартира, 36 м², 3/4 этаж помесячно",квартира,80000,Алмалинский р-н,,"Алмалинский р-н, Нурмакова 56 — Казыбек Би, Алматы",ТANA REALTY,"панельный, 1976 г.п.",36 м²,хорошее,совмещенный,полностью меблирована
2391,https://krisha.kz/a/show/58155607,2020-07-16 16:38:07,"2-комнатная квартира, 52 м², 3/9 этаж помесячно",квартира,100000,,,"Мкр. Аксай-3 5 — Толе би, Алматы",Хозяин,"панельный, 1984 г.п.","52 м², жилая — 45 м², кухня — 18 м²",среднее,раздельный,частично меблирована
2390,https://krisha.kz/a/show/51708793,2020-07-16 16:38:04,"2-комнатная квартира, 77 м², 12/13 этаж помесячно",квартира,230000,Медеуский р-н,,"Медеуский р-н, Назарбаева — Ганга, Алматы",Хозяин,"монолитный, 2013 г.п.","77 м², кухня — 12 м²",евроремонт,совмещенный,полностью меблирована
2389,https://krisha.kz/a/show/58458471,2020-07-16 16:38:01,"2-комнатная квартира, 72 м², 17/18 этаж помесячно",квартира,250000,Бостандыкский р-н,,"Бостандыкский р-н, Навои 208/8 — Торайгырова, Алматы",Хозяин,"монолитный, 2019 г.п.",72 м²,хорошее,2 с/у и более,частично меблирована
